"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"1015060_1_IT_BO_210119.bin.8"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Janthinobacterium"	"Janthinobacterium tructae"
"1015062_1_IT_BO_210202.bin.13"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Brachymonas"	"Brachymonas denitrificans"
"1015062_1_IT_BO_210202.bin.50"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum"
"1015062_1_IT_BO_210202.bin.64"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax"	"Unclassified_Acidovorax"
"1015062_1_IT_BO_210202.bin.65"	"Bacteria"	"Patescibacteria"	"Paceibacteria"	"Moranbacterales"	"UBA1568"	"UBA1568"	"Unclassified_UBA1568"
"1015064_1_IT_BO_210223.bin.2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella pneumoniae"
"1015064_1_IT_BO_210223.bin.23"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"
"1015064_1_IT_BO_210223.bin.65"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Thermomonas"	"Unclassified_Thermomonas"
"1015068_1_IT_BO_210323.bin.14"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Rahnella"	"Rahnella sp001422575"
"1015068_1_IT_BO_210323.bin.19"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E weihenstephanensis"
"1015068_1_IT_BO_210323.bin.2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Rahnella"	"Rahnella inusitata"
"1015068_1_IT_BO_210323.bin.21"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Psychrobacter sanguinis"
"1015068_1_IT_BO_210323.bin.8"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter braakii"
"1015073_1_IT_RO_200317.bin.22"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"Pedobacter sp005116475"
"1015073_1_IT_RO_200317.bin.33"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus sp000787695"
"1015073_1_IT_RO_200317.bin.40"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Fluviibacter"	"Unclassified_Fluviibacter"
"1015073_1_IT_RO_200317.bin.5"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"1015073_1_IT_RO_200317.bin.55"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Aquabacterium"	"Aquabacterium sp017989885"
"1015073_1_IT_RO_200317.bin.57"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Unclassified_Brevundimonas"
"1015073_1_IT_RO_200317.bin.63"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"Cytophaga"	"Unclassified_Cytophaga"
"1015073_1_IT_RO_200317.bin.8"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Unclassified_Kaistella"
"1015075_1_IT_RO_200331.bin.16"	"Bacteria"	"Desulfobacterota"	"Syntrophia"	"Syntrophales"	"Smithellaceae"	"UBA8904"	"Unclassified_UBA8904"
"1015075_1_IT_RO_200331.bin.29"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"UBA932"	"DMER64"	"DMER64 sp002305545"
"1015077_1_IT_RO_200414.bin.18"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"1015077_1_IT_RO_200414.bin.52"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Unclassified_Brevundimonas"
"1015077_1_IT_RO_200414.bin.85"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Unclassified_Sphingomonas"
"1015077_1_IT_RO_200414.bin.95"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Brevundimonas bullata_A"
"1015078_1_IT_RO_200421.bin.24"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E lundensis"
"1015078_1_IT_RO_200421.bin.3"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E koreensis_C"
"1015078_1_IT_RO_200421.bin.40"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Unclassified_Brevundimonas"
"1015078_1_IT_RO_200421.bin.44"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax"	"Unclassified_Acidovorax"
"1015078_1_IT_RO_200421.bin.50"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"KMS-5"	"Unclassified_KMS-5"
"1015078_1_IT_RO_200421.bin.62"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1015078_1_IT_RO_200421.bin.81"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Gemmobacter"	"Unclassified_Gemmobacter"
"1015081_1_IT_RO_200512.bin.1"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"	"Unclassified_Caulobacter"
"1015081_1_IT_RO_200512.bin.29"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Unclassified_Brevundimonas"
"1015081_1_IT_RO_200512.bin.38"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"1015083_1_IT_RO_200526.bin.16"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Formosimonas"	"Unclassified_Formosimonas"
"1015083_1_IT_RO_200526.bin.5"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Brachymonas"	"Brachymonas chironomi"
"1015083_1_IT_RO_200526.bin.58"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"	"Unclassified_Chryseobacterium"
"1015083_1_IT_RO_200526.bin.81"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Sphaerotilus"	"Sphaerotilus sulfidivorans"
"1015085_1_IT_RO_200616.bin.36"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"LD1-PB3"	"Lenti-01"	"Lenti-01"	"Unclassified_Lenti-01"
"1015085_1_IT_RO_200616.bin.8"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"Unclassified_Aeromicrobium"
"1015087_1_IT_RO_200630.bin.43"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Unclassified_Kaistella"
"1015087_1_IT_RO_200630.bin.50"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Unclassified_Psychrobacter"
"1015089_1_IT_RO_200714.bin.34"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Massilia"	"Unclassified_Massilia"
"1015091_1_IT_RO_200731.bin.13"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Kaistella chaponensis"
"1015091_1_IT_RO_200731.bin.18"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"1015091_1_IT_RO_200731.bin.62"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Janthinobacterium"	"Janthinobacterium tructae"
"1015093_1_IT_RO_200813.bin.17"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Unclassified_Psychrobacter"
"1015093_1_IT_RO_200813.bin.3"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Psychrobacter maritimus"
"1015094_1_IT_RO_200826.bin.28"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Moraxella_A"	"Moraxella_A sp002478835"
"1015096_1_IT_RO_200908.bin.58"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Unclassified_Pseudomonas_E"
"1015098_1_IT_RO_200922.bin.23"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas_A"	"Unclassified_Pseudoxanthomonas_A"
"1015098_1_IT_RO_200922.bin.25"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"	"Desulfobulbus sp017998195"
"1015100_1_IT_RO_201006.bin.36"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Algoriphagus"	"Unclassified_Algoriphagus"
"1015100_1_IT_RO_201006.bin.54"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"SCMT01"	"Unclassified_SCMT01"
"1015100_1_IT_RO_201006.bin.56"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"Unclassified_Pedobacter"
"1015100_1_IT_RO_201006.bin.63"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Luteimonas"	"Unclassified_Luteimonas"
"1015103_1_IT_RO_201027.bin.61"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1015105_1_IT_RO_201110.bin.64"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Unclassified_Acinetobacter"
"1015107_1_IT_RO_201124.bin.28"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Unclassified_Sphingomonas"
"1015107_1_IT_RO_201124.bin.36"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Unclassified_Sphingomonas"
"1015107_1_IT_RO_201124.bin.7"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Variovorax"	"Unclassified_Variovorax"
"1015109_1_IT_RO_201209.bin.2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E sp900187645"
"1015109_1_IT_RO_201209.bin.30"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"KMS-5"	"Unclassified_KMS-5"
"1015109_1_IT_RO_201209.bin.57"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Thermomonas"	"Unclassified_Thermomonas"
"bin_bol.1005"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Unclassified_Saccharimonadales"	"Unclassified_Saccharimonadales"	"Unclassified_Saccharimonadales"
"bin_bol.1012"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Tidjanibacter"	"Tidjanibacter inops_A"
"bin_bol.1017"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Nanopelagicales"	"UBA10799"	"JADKAV01"	"Unclassified_JADKAV01"
"bin_bol.1018"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinilabiliaceae"	"JAGPIS01"	"Unclassified_JAGPIS01"
"bin_bol.1030"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"JAAFIP01"	"Unclassified_JAAFIP01"
"bin_bol.1036"	"Bacteria"	"Desulfobacterota_I"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Frigididesulfovibrio"	"Unclassified_Frigididesulfovibrio"
"bin_bol.1052"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Unclassified_Acinetobacter"
"bin_bol.1059"	"Bacteria"	"Patescibacteria"	"Paceibacteria"	"Moranbacterales"	"UBA1568"	"Unclassified_UBA1568"	"Unclassified_UBA1568"
"bin_bol.1063"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ottowia"	"Unclassified_Ottowia"
"bin_bol.1064"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E endophytica"
"bin_bol.1068"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	"Methylotenera"	"Unclassified_Methylotenera"
"bin_bol.1073"	"Bacteria"	"Patescibacteria"	"JAEDAM01"	"BD1-5"	"JAGOOR01"	"Unclassified_JAGOOR01"	"Unclassified_JAGOOR01"
"bin_bol.1075"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Unclassified_Pseudomonas_E"
"bin_bol.1079"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulforhopalus"	"Unclassified_Desulforhopalus"
"bin_bol.1094"	"Bacteria"	"Hydrogenedentota"	"Hydrogenedentia"	"Hydrogenedentiales"	"CAITNO01"	"JAAYBR01"	"Unclassified_JAAYBR01"
"bin_bol.11"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"Unclassified_Sphingopyxis"
"bin_bol.110"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Arachnia"	"Arachnia flavescens"
"bin_bol.1113"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-74"	"Limiplasma"	"Limiplasma sp001604115"
"bin_bol.1114"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Psychrobacter faecalis"
"bin_bol.1121"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Azonexus"	"Unclassified_Azonexus"
"bin_bol.1122"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Unclassified_Stenotrophomonas"
"bin_bol.1135"	"Bacteria"	"Patescibacteria"	"Paceibacteria"	"Moranbacterales"	"UBA1568"	"SSEF01"	"Unclassified_SSEF01"
"bin_bol.1149"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Copromonas"	"Copromonas sp000435795"
"bin_bol.1170"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Ancalomicrobiaceae"	"Pinisolibacter"	"Unclassified_Pinisolibacter"
"bin_bol.1175"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Brooklawnia"	"Unclassified_Brooklawnia"
"bin_bol.1195"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"QZKY01"	"Unclassified_QZKY01"
"bin_bol.1198"	"Bacteria"	"Desulfobacterota"	"Syntrophia"	"Syntrophales"	"UBA6109"	"Unclassified_UBA6109"	"Unclassified_UBA6109"
"bin_bol.1210"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Demequinaceae"	"Demequina"	"Unclassified_Demequina"
"bin_bol.1213"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Unclassified_Phenylobacterium"
"bin_bol.1228"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Unclassified_Saccharimonadales"	"Unclassified_Saccharimonadales"	"Unclassified_Saccharimonadales"
"bin_bol.1241"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"UBA1715"	"UBA1715"	"Unclassified_UBA1715"
"bin_bol.1244"	"Bacteria"	"Desulfobacterota_I"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"Desulfovibrio sp900556755"
"bin_bol.1247"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter_B"	"Unclassified_Lysobacter_B"
"bin_bol.1255"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"DSNY01"	"Unclassified_DSNY01"
"bin_bol.1261"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"RFP12"	"UBA3636"	"JAAZAI01"	"JAAZAI01 sp012514445"
"bin_bol.1264"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sandaracinobacter"	"Unclassified_Sandaracinobacter"
"bin_bol.1267"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"JAAKGP01"	"Unclassified_JAAKGP01"
"bin_bol.1269"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Unclassified_Neisseriaceae"	"Unclassified_Neisseriaceae"
"bin_bol.1272"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides fragilis"
"bin_bol.1282"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Dethiosulfovibrionaceae"	"Pyramidobacter"	"Pyramidobacter piscolens"
"bin_bol.1285"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"JAABQG01"	"Unclassified_JAABQG01"
"bin_bol.1286"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Neisseria"	"Unclassified_Neisseria"
"bin_bol.130"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Alkanindiges"	"Unclassified_Alkanindiges"
"bin_bol.1325"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Holophagales"	"Holophagaceae"	"Holophaga"	"Holophaga sp002068835"
"bin_bol.1335"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"JAAEKA01"	"JAAEKA01"	"JAAEKA01"	"Unclassified_JAAEKA01"
"bin_bol.1345"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes avistercoris"
"bin_bol.1350"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"UBA1547"	"UBA6175"	"Unclassified_UBA6175"
"bin_bol.1361"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-74"	"Egerieenecus"	"Egerieenecus merdigallinarum"
"bin_bol.1370"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Unclassified_Brevundimonas"
"bin_bol.1378"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"UBA2376"	"Unclassified_UBA2376"
"bin_bol.1383"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Thiomonas"	"Unclassified_Thiomonas"
"bin_bol.1392"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Tepidicella"	"Tepidicella xavieri"
"bin_bol.1399"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Chiayiivirga"	"Unclassified_Chiayiivirga"
"bin_bol.1405"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Aminobacteriaceae"	"Unclassified_Aminobacteriaceae"	"Unclassified_Aminobacteriaceae"
"bin_bol.1419"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ralstonia"	"Ralstonia mannitolilytica"
"bin_bol.1420"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"CAG-170"	"CAG-170 sp900545925"
"bin_bol.1430"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thiothrix"	"Unclassified_Thiothrix"
"bin_bol.1431"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Peptostreptococcales"	"Peptostreptococcaceae"	"Romboutsia"	"Romboutsia timonensis"
"bin_bol.1433"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Allosphingosinicella"	"Unclassified_Allosphingosinicella"
"bin_bol.1444"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Hydrogenophaga"	"Unclassified_Hydrogenophaga"
"bin_bol.1449"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"UBA1547"	"UBA6175"	"Unclassified_UBA6175"
"bin_bol.145"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	"Micavibrio_A"	"Unclassified_Micavibrio_A"
"bin_bol.1452"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E qingdaonensis"
"bin_bol.1469"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Petrimonas"	"Unclassified_Petrimonas"
"bin_bol.1475"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Hydrogenophaga"	"Unclassified_Hydrogenophaga"
"bin_bol.1478"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Acutalibacteraceae"	"CAG-217"	"CAG-217 sp000436335"
"bin_bol.148"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"Unclassified_Propionivibrio"
"bin_bol.1495"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Tabrizicola"	"Tabrizicola sp018057165"
"bin_bol.1501"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"RFP12"	"UBA1067"	"UBA1067"	"Unclassified_UBA1067"
"bin_bol.1509"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"LD1-PB3"	"Lenti-01"	"Lenti-01"	"Unclassified_Lenti-01"
"bin_bol.151"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Unclassified_Ferruginibacter"
"bin_bol.1531"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Kaistella sp002426785"
"bin_bol.1567"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E oleovorans"
"bin_bol.1575"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Microvirga"	"Unclassified_Microvirga"
"bin_bol.1576"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-74"	"Limiplasma"	"Limiplasma sp900548145"
"bin_bol.1583"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"TANB77"	"CAG-508"	"CAG-269"	"CAG-269 sp000431335"
"bin_bol.160"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Azonexus"	"Unclassified_Azonexus"
"bin_bol.1601"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Comamonas"	"Unclassified_Comamonas"
"bin_bol.1605"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Unclassified_Acinetobacter"
"bin_bol.1607"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Ancalomicrobiaceae"	"Pinisolibacter"	"Unclassified_Pinisolibacter"
"bin_bol.1614"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Comamonas"	"Unclassified_Comamonas"
"bin_bol.162"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Cloacibacterium"	"Unclassified_Cloacibacterium"
